File,aid,Date,(1) Evergreen Needleleaf Forests,(2) Evergreen Broadleaf Forests,(4) Deciduous Broadleaf Forests,(5) Mixed Forests,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(16) Barren,(17) Water Bodies
LC_Type1_2018001_aid0522,aid0522,2018-01-01,,,,,4.0,4.0,12.0,,2.0,6.0,,,
LC_Type1_2018001_aid0523,aid0523,2018-01-01,,,,,4.0,4.0,1.0,,2.0,2.0,2.0,,
LC_Type1_2018001_aid0524,aid0524,2018-01-01,,,,,,,,,,12.0,,,
LC_Type1_2018001_aid0525,aid0525,2018-01-01,,,,,,,,,,15.0,,,
LC_Type1_2018001_aid0526,aid0526,2018-01-01,,,,,,1.0,,,1.0,19.0,1.0,,
LC_Type1_2018001_aid0527,aid0527,2018-01-01,,,,,10.0,3.0,4.0,,8.0,12.0,8.0,,
LC_Type1_2018001_aid0528,aid0528,2018-01-01,,6.0,,,61.0,,2.0,,,,,,
LC_Type1_2018001_aid0529,aid0529,2018-01-01,,2.0,,,50.0,,4.0,,,,3.0,,
LC_Type1_2018001_aid0530,aid0530,2018-01-01,,,,,24.0,,19.0,,36.0,,23.0,,
LC_Type1_2018001_aid0531,aid0531,2018-01-01,,,,,30.0,,2.0,,,,,,
LC_Type1_2018001_aid0532,aid0532,2018-01-01,,6.0,,,38.0,,,,,,,,
LC_Type1_2018001_aid0533,aid0533,2018-01-01,,33.0,,,18.0,,,4.0,,,,,
LC_Type1_2018001_aid0534,aid0534,2018-01-01,,12.0,,,24.0,,5.0,,5.0,8.0,9.0,,
LC_Type1_2018001_aid0535,aid0535,2018-01-01,,17.0,,,48.0,2.0,4.0,,6.0,19.0,4.0,,
LC_Type1_2018001_aid0536,aid0536,2018-01-01,,435.0,,,301.0,,37.0,,,,,,
LC_Type1_2018001_aid0537,aid0537,2018-01-01,,180.0,,,423.0,20.0,86.0,,2.0,,21.0,,
LC_Type1_2018001_aid0538,aid0538,2018-01-01,,188.0,,,923.0,34.0,67.0,,3.0,,353.0,,
LC_Type1_2018001_aid0539,aid0539,2018-01-01,,12.0,,,13.0,,,,,,,,
LC_Type1_2018001_aid0540,aid0540,2018-01-01,,35.0,,,48.0,,,,,,,,
LC_Type1_2018001_aid0541,aid0541,2018-01-01,,,,,25.0,,,,,,1.0,,
LC_Type1_2018001_aid0542,aid0542,2018-01-01,,6.0,,,11.0,,,,,,,,
LC_Type1_2018001_aid0543,aid0543,2018-01-01,,,,,18.0,,,,,,3.0,,
LC_Type1_2018001_aid0544,aid0544,2018-01-01,,1.0,,,15.0,,,,,1.0,6.0,,
LC_Type1_2018001_aid0545,aid0545,2018-01-01,,9.0,,,42.0,,,,,,,,
LC_Type1_2018001_aid0546,aid0546,2018-01-01,,,,,3.0,,3.0,,10.0,3.0,10.0,,
LC_Type1_2018001_aid0547,aid0547,2018-01-01,,12.0,,,23.0,,,,,,,,
LC_Type1_2018001_aid0548,aid0548,2018-01-01,,6.0,,,37.0,,,,,,,,
LC_Type1_2018001_aid0549,aid0549,2018-01-01,,,,,19.0,,,,,,1.0,,
LC_Type1_2018001_aid0550,aid0550,2018-01-01,,,,,7.0,,,,3.0,,2.0,,
LC_Type1_2018001_aid0551,aid0551,2018-01-01,,,,,17.0,,,,,,1.0,,
LC_Type1_2018001_aid0552,aid0552,2018-01-01,,,,,6.0,,1.0,,17.0,,17.0,,
LC_Type1_2018001_aid0553,aid0553,2018-01-01,,1.0,,,35.0,,,,,,,,
LC_Type1_2018001_aid0554,aid0554,2018-01-01,,2.0,,,21.0,,4.0,,,,2.0,,
LC_Type1_2018001_aid0555,aid0555,2018-01-01,,2.0,,,,,2.0,,20.0,,7.0,,
LC_Type1_2018001_aid0556,aid0556,2018-01-01,,,,,5.0,,,,,7.0,10.0,,
LC_Type1_2018001_aid0557,aid0557,2018-01-01,,,,,,,,,,,15.0,,
LC_Type1_2018001_aid0558,aid0558,2018-01-01,,3.0,,,8.0,,5.0,,5.0,1.0,7.0,,
LC_Type1_2018001_aid0559,aid0559,2018-01-01,,,,,12.0,1.0,3.0,,2.0,,2.0,,
LC_Type1_2018001_aid0560,aid0560,2018-01-01,,71.0,,,79.0,4.0,,,,,4.0,,
LC_Type1_2018001_aid0561,aid0561,2018-01-01,,81.0,,,38.0,,,,,,,,
LC_Type1_2018001_aid0562,aid0562,2018-01-01,,,,,6.0,,,,,6.0,9.0,,
LC_Type1_2018001_aid0563,aid0563,2018-01-01,,,,,18.0,,,,2.0,,12.0,,
LC_Type1_2018001_aid0564,aid0564,2018-01-01,,,,,34.0,,2.0,,,,,,
LC_Type1_2018001_aid0565,aid0565,2018-01-01,,,,,,,,,,6.0,,,
LC_Type1_2018001_aid0566,aid0566,2018-01-01,,7.0,,,52.0,,2.0,,,,,,
LC_Type1_2018001_aid0567,aid0567,2018-01-01,,,,,12.0,,27.0,10.0,9.0,,2.0,,5.0
LC_Type1_2018001_aid0568,aid0568,2018-01-01,,,,,,,,,,18.0,,,
LC_Type1_2018001_aid0569,aid0569,2018-01-01,,10.0,,,53.0,,3.0,,,,1.0,,
LC_Type1_2018001_aid0570,aid0570,2018-01-01,,158.0,,,72.0,,,,,,,,
LC_Type1_2018001_aid0571,aid0571,2018-01-01,,150.0,,,1007.0,17.0,13.0,,,,7.0,,
LC_Type1_2018001_aid0572,aid0572,2018-01-01,,,,,5.0,2.0,2.0,2.0,3.0,3.0,,,2.0
LC_Type1_2018001_aid0573,aid0573,2018-01-01,,,,,25.0,8.0,2.0,,11.0,7.0,5.0,,
LC_Type1_2018001_aid0574,aid0574,2018-01-01,,3.0,,,35.0,1.0,2.0,,,2.0,2.0,,
LC_Type1_2018001_aid0575,aid0575,2018-01-01,,,,,29.0,3.0,5.0,,,,4.0,,
LC_Type1_2018001_aid0576,aid0576,2018-01-01,,13.0,,,29.0,,8.0,,,,,,
LC_Type1_2018001_aid0577,aid0577,2018-01-01,,,,,22.0,5.0,2.0,,5.0,,1.0,,
LC_Type1_2018001_aid0578,aid0578,2018-01-01,,,,,23.0,,4.0,,,,,,
LC_Type1_2018001_aid0579,aid0579,2018-01-01,,22.0,,,524.0,,16.0,,,,6.0,,
LC_Type1_2018001_aid0580,aid0580,2018-01-01,,4.0,,,36.0,,2.0,,,,,,
LC_Type1_2018001_aid0581,aid0581,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0582,aid0582,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0583,aid0583,2018-01-01,,,,,,,,,,4.0,,,
LC_Type1_2018001_aid0584,aid0584,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0585,aid0585,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0586,aid0586,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0587,aid0587,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0588,aid0588,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0589,aid0589,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0590,aid0590,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0591,aid0591,2018-01-01,,,,,,,,,,6.0,,,
LC_Type1_2018001_aid0592,aid0592,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0593,aid0593,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0594,aid0594,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0595,aid0595,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0596,aid0596,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0597,aid0597,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0598,aid0598,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0599,aid0599,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0600,aid0600,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0601,aid0601,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0602,aid0602,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0603,aid0603,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0604,aid0604,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0605,aid0605,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0606,aid0606,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0607,aid0607,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0608,aid0608,2018-01-01,,,,,,,,,,2.0,,,
LC_Type1_2018001_aid0609,aid0609,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0610,aid0610,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0611,aid0611,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0612,aid0612,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0613,aid0613,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0614,aid0614,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0615,aid0615,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0616,aid0616,2018-01-01,,,,,,,,,,5.0,,,
LC_Type1_2018001_aid0617,aid0617,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0618,aid0618,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0619,aid0619,2018-01-01,,,,,,,,,,1.0,,,
LC_Type1_2018001_aid0620,aid0620,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0621,aid0621,2018-01-01,,,,,49.0,,1.0,,,,,,
LC_Type1_2018001_aid0622,aid0622,2018-01-01,,,,,25.0,,,,,,,,
LC_Type1_2018001_aid0623,aid0623,2018-01-01,,5.0,,,36.0,,2.0,,,,,,
LC_Type1_2018001_aid0624,aid0624,2018-01-01,,,,,19.0,,2.0,,,,,,
LC_Type1_2018001_aid0625,aid0625,2018-01-01,,2.0,,,48.0,,3.0,,,,,,
LC_Type1_2018001_aid0626,aid0626,2018-01-01,,,,,16.0,,7.0,4.0,2.0,,,,2.0
LC_Type1_2018001_aid0627,aid0627,2018-01-01,,,,,,,,1.0,,15.0,,,2.0
LC_Type1_2018001_aid0628,aid0628,2018-01-01,,27.0,,,82.0,6.0,1.0,,,,,,
LC_Type1_2018001_aid0629,aid0629,2018-01-01,,,,,,,,,,45.0,1.0,,
LC_Type1_2018001_aid0630,aid0630,2018-01-01,,,,,12.0,3.0,21.0,6.0,14.0,,,,6.0
LC_Type1_2018001_aid0631,aid0631,2018-01-01,,,,,11.0,8.0,4.0,,4.0,4.0,1.0,,
LC_Type1_2018001_aid0632,aid0632,2018-01-01,,88.0,,,17.0,1.0,,,,,,,
LC_Type1_2018001_aid0633,aid0633,2018-01-01,,,,,27.0,2.0,5.0,,1.0,9.0,6.0,,
LC_Type1_2018001_aid0634,aid0634,2018-01-01,,4.0,,,79.0,,5.0,,,,,,
LC_Type1_2018001_aid0635,aid0635,2018-01-01,,23.0,,,70.0,,1.0,,,,,,
LC_Type1_2018001_aid0636,aid0636,2018-01-01,,79.0,,,43.0,,,,,,,,
LC_Type1_2018001_aid0637,aid0637,2018-01-01,,,,,14.0,3.0,,,1.0,14.0,5.0,,
LC_Type1_2018001_aid0638,aid0638,2018-01-01,,,,,8.0,6.0,,,3.0,2.0,5.0,,
LC_Type1_2018001_aid0639,aid0639,2018-01-01,,,,,75.0,,5.0,,,,,,
LC_Type1_2018001_aid0640,aid0640,2018-01-01,,19.0,,,20.0,,1.0,,,,,,
LC_Type1_2018001_aid0641,aid0641,2018-01-01,,,,,,,,,,9.0,,,1.0
LC_Type1_2018001_aid0642,aid0642,2018-01-01,,,,,283.0,3.0,5.0,,2.0,,41.0,,
LC_Type1_2018001_aid0643,aid0643,2018-01-01,,,,,8.0,9.0,6.0,,5.0,13.0,1.0,,
LC_Type1_2018001_aid0644,aid0644,2018-01-01,,,,,11.0,4.0,,,4.0,2.0,8.0,,
LC_Type1_2018001_aid0645,aid0645,2018-01-01,,6.0,,,61.0,,23.0,,1.0,,,,
LC_Type1_2018001_aid0646,aid0646,2018-01-01,,,,,111.0,,,,,,88.0,,
LC_Type1_2018001_aid0647,aid0647,2018-01-01,,7.0,,,48.0,,7.0,,,,2.0,,
LC_Type1_2018001_aid0648,aid0648,2018-01-01,,,,,1.0,,2.0,3.0,1.0,11.0,,,4.0
LC_Type1_2018001_aid0649,aid0649,2018-01-01,,71.0,,,47.0,,2.0,,,,,,
LC_Type1_2018001_aid0650,aid0650,2018-01-01,,122.0,,,489.0,10.0,21.0,,,,3.0,,
LC_Type1_2018001_aid0651,aid0651,2018-01-01,,1.0,,,30.0,,13.0,,,,,,
LC_Type1_2018001_aid0652,aid0652,2018-01-01,,,,,5.0,6.0,5.0,3.0,6.0,2.0,1.0,,4.0
LC_Type1_2018001_aid0653,aid0653,2018-01-01,,105.0,,,94.0,,2.0,,,,,,
LC_Type1_2018001_aid0654,aid0654,2018-01-01,,,,,65.0,,,,,,,,
LC_Type1_2018001_aid0655,aid0655,2018-01-01,,2.0,,,226.0,3.0,18.0,,1.0,,,,
LC_Type1_2018001_aid0656,aid0656,2018-01-01,,,,,,,,,,13.0,,,
LC_Type1_2018001_aid0657,aid0657,2018-01-01,,,,,,,,,,12.0,,,
LC_Type1_2018001_aid0658,aid0658,2018-01-01,,10.0,,,43.0,1.0,3.0,,,,1.0,,
LC_Type1_2018001_aid0659,aid0659,2018-01-01,,211.0,,,163.0,,7.0,,,,,,
LC_Type1_2018001_aid0660,aid0660,2018-01-01,,,,,5.0,,2.0,2.0,,9.0,,,3.0
LC_Type1_2018001_aid0661,aid0661,2018-01-01,,3.0,,,37.0,,,,,,,,
LC_Type1_2018001_aid0662,aid0662,2018-01-01,,,,,40.0,12.0,3.0,,7.0,,,,
LC_Type1_2018001_aid0663,aid0663,2018-01-01,,,,,,,,,,4.0,,,
LC_Type1_2018001_aid0664,aid0664,2018-01-01,,,,,24.0,,,,,,,,
LC_Type1_2018001_aid0665,aid0665,2018-01-01,,8.0,,,51.0,1.0,21.0,,,,4.0,,
LC_Type1_2018001_aid0666,aid0666,2018-01-01,,3.0,,,55.0,,10.0,,,,,,
LC_Type1_2018001_aid0667,aid0667,2018-01-01,,,,,97.0,,21.0,,,,,,
LC_Type1_2018001_aid0668,aid0668,2018-01-01,,,,,48.0,8.0,,,,3.0,3.0,,
LC_Type1_2018001_aid0669,aid0669,2018-01-01,,,,,,,,,,7.0,,,
LC_Type1_2018001_aid0670,aid0670,2018-01-01,,,,,,,,,,4.0,,1.0,
LC_Type1_2018001_aid0671,aid0671,2018-01-01,,3.0,,,6.0,,7.0,4.0,,4.0,,,3.0
LC_Type1_2018001_aid0672,aid0672,2018-01-01,,,,,24.0,,3.0,,,,,,
LC_Type1_2018001_aid0673,aid0673,2018-01-01,,,,,16.0,2.0,1.0,,3.0,,8.0,,
LC_Type1_2018001_aid0674,aid0674,2018-01-01,,1.0,,,246.0,4.0,4.0,,,,,,
LC_Type1_2018001_aid0675,aid0675,2018-01-01,,,,,1.0,,,,,18.0,,,
LC_Type1_2018001_aid0676,aid0676,2018-01-01,,2.0,,,53.0,,,,,,,,
LC_Type1_2018001_aid0677,aid0677,2018-01-01,,,,,102.0,,1.0,,,,21.0,,
LC_Type1_2018001_aid0678,aid0678,2018-01-01,,1.0,,,10.0,16.0,1.0,,2.0,18.0,2.0,,
LC_Type1_2018001_aid0679,aid0679,2018-01-01,,,,,18.0,1.0,11.0,1.0,2.0,,,,2.0
LC_Type1_2018001_aid0680,aid0680,2018-01-01,,2.0,,,88.0,,,,,,,,
LC_Type1_2018001_aid0681,aid0681,2018-01-01,,11.0,,,54.0,,3.0,,,,,,
LC_Type1_2018001_aid0682,aid0682,2018-01-01,,3.0,,,115.0,1.0,7.0,,,,26.0,,
LC_Type1_2018001_aid0683,aid0683,2018-01-01,,11.0,,,35.0,,,,,,,,
LC_Type1_2018001_aid0684,aid0684,2018-01-01,,,,,63.0,15.0,20.0,,6.0,6.0,,,
LC_Type1_2018001_aid0685,aid0685,2018-01-01,,19.0,,,89.0,,5.0,,,,1.0,,
LC_Type1_2018001_aid0686,aid0686,2018-01-01,,3.0,,,234.0,3.0,,,,,2.0,,
LC_Type1_2018001_aid0687,aid0687,2018-01-01,,,,,28.0,2.0,1.0,,,,,,
LC_Type1_2018001_aid0688,aid0688,2018-01-01,,,,,234.0,,,,,,15.0,,
LC_Type1_2018001_aid0689,aid0689,2018-01-01,,,,,1.0,,2.0,3.0,,19.0,,,8.0
LC_Type1_2018001_aid0690,aid0690,2018-01-01,,1.0,,,24.0,,,,,,,,
LC_Type1_2018001_aid0691,aid0691,2018-01-01,,,,,,,,,,38.0,,,
LC_Type1_2018001_aid0692,aid0692,2018-01-01,,,,,6.0,1.0,1.0,,,12.0,,,
LC_Type1_2018001_aid0693,aid0693,2018-01-01,,1.0,,,57.0,,,,,,,,
LC_Type1_2018001_aid0694,aid0694,2018-01-01,,,,,7.0,4.0,,,1.0,3.0,3.0,,
LC_Type1_2018001_aid0695,aid0695,2018-01-01,,,,,36.0,,4.0,,1.0,1.0,,,
LC_Type1_2018001_aid0696,aid0696,2018-01-01,,8.0,,,21.0,,2.0,,,,,,
LC_Type1_2018001_aid0697,aid0697,2018-01-01,,,,,57.0,1.0,2.0,,1.0,,,,
LC_Type1_2018001_aid0698,aid0698,2018-01-01,,2.0,,,34.0,,1.0,,,,,,
LC_Type1_2018001_aid0699,aid0699,2018-01-01,,,,,,,,2.0,,24.0,,,1.0
LC_Type1_2018001_aid0700,aid0700,2018-01-01,,,,,25.0,8.0,14.0,2.0,7.0,14.0,,,2.0
LC_Type1_2018001_aid0701,aid0701,2018-01-01,,,,,58.0,,,,,,,,
LC_Type1_2018001_aid0702,aid0702,2018-01-01,,20.0,,,48.0,,4.0,,,,1.0,,
LC_Type1_2018001_aid0703,aid0703,2018-01-01,,,,,26.0,,,,,,,,
LC_Type1_2018001_aid0704,aid0704,2018-01-01,,101.0,,,60.0,,7.0,,,,,,
LC_Type1_2018001_aid0705,aid0705,2018-01-01,,2.0,,,37.0,,6.0,,,,,,
LC_Type1_2018001_aid0706,aid0706,2018-01-01,,239.0,,,208.0,,12.0,,,,,,
LC_Type1_2018001_aid0707,aid0707,2018-01-01,,,,,5.0,3.0,2.0,1.0,6.0,41.0,2.0,,3.0
LC_Type1_2018001_aid0708,aid0708,2018-01-01,,6.0,,,41.0,,4.0,,,,8.0,,
LC_Type1_2018001_aid0709,aid0709,2018-01-01,,84.0,,,81.0,,,,,,,,
LC_Type1_2018001_aid0710,aid0710,2018-01-01,,37.0,,,129.0,2.0,1.0,,,,2.0,,
LC_Type1_2018001_aid0711,aid0711,2018-01-01,,,,,255.0,1.0,9.0,,1.0,,28.0,,
LC_Type1_2018001_aid0712,aid0712,2018-01-01,,143.0,,,62.0,1.0,1.0,,,,,,
LC_Type1_2018001_aid0713,aid0713,2018-01-01,,1.0,,,38.0,,1.0,,,,,,
LC_Type1_2018001_aid0714,aid0714,2018-01-01,,,,,24.0,2.0,4.0,3.0,3.0,2.0,,,1.0
LC_Type1_2018001_aid0715,aid0715,2018-01-01,,1.0,,,23.0,18.0,7.0,,10.0,12.0,3.0,,
LC_Type1_2018001_aid0716,aid0716,2018-01-01,,,,,8.0,4.0,3.0,,7.0,13.0,6.0,,
LC_Type1_2018001_aid0717,aid0717,2018-01-01,,,,,19.0,1.0,,,1.0,,3.0,,
LC_Type1_2018001_aid0718,aid0718,2018-01-01,,5.0,,,38.0,,2.0,,,,,,
LC_Type1_2018001_aid0719,aid0719,2018-01-01,,,,,,,,,,3.0,,,
LC_Type1_2018001_aid0720,aid0720,2018-01-01,,,,,29.0,9.0,,,2.0,1.0,4.0,,
LC_Type1_2018001_aid0721,aid0721,2018-01-01,,1.0,,,4.0,5.0,23.0,19.0,13.0,13.0,3.0,,17.0
LC_Type1_2018001_aid0722,aid0722,2018-01-01,,10.0,,,55.0,3.0,3.0,,1.0,6.0,2.0,,
LC_Type1_2018001_aid0723,aid0723,2018-01-01,,,,,31.0,,1.0,,,3.0,3.0,,
LC_Type1_2018001_aid0724,aid0724,2018-01-01,,,,,,,,,,12.0,,,
LC_Type1_2018001_aid0725,aid0725,2018-01-01,,11.0,,,105.0,7.0,3.0,,,,1.0,,
LC_Type1_2018001_aid0726,aid0726,2018-01-01,,,,,2.0,5.0,4.0,6.0,1.0,11.0,6.0,,
LC_Type1_2018001_aid0727,aid0727,2018-01-01,,,,,50.0,,,,,,24.0,,
LC_Type1_2018001_aid0728,aid0728,2018-01-01,,2.0,,,69.0,,4.0,,,,,,
LC_Type1_2018001_aid0729,aid0729,2018-01-01,,,,,9.0,4.0,8.0,14.0,,,1.0,,3.0
LC_Type1_2018001_aid0730,aid0730,2018-01-01,,,,,,,10.0,,22.0,,22.0,,
LC_Type1_2018001_aid0731,aid0731,2018-01-01,,,,,1.0,,3.0,1.0,,13.0,3.0,,1.0
LC_Type1_2018001_aid0732,aid0732,2018-01-01,,16.0,,,176.0,,15.0,,,,3.0,,
LC_Type1_2018001_aid0733,aid0733,2018-01-01,,,,,66.0,,2.0,,8.0,,45.0,,
LC_Type1_2018001_aid0734,aid0734,2018-01-01,,1.0,,,,,9.0,,18.0,,9.0,,
LC_Type1_2018001_aid0735,aid0735,2018-01-01,,46.0,,,147.0,29.0,5.0,,2.0,,76.0,,
LC_Type1_2018001_aid0736,aid0736,2018-01-01,,,,,18.0,,,,,,,,
LC_Type1_2018001_aid0737,aid0737,2018-01-01,,,,,,,,,1.0,,46.0,,
LC_Type1_2018001_aid0738,aid0738,2018-01-01,,,,,,,,,8.0,,39.0,,
LC_Type1_2018001_aid0739,aid0739,2018-01-01,,,,,,,,,14.0,,30.0,,
LC_Type1_2018001_aid0740,aid0740,2018-01-01,,,,,24.0,,1.0,,1.0,,3.0,,
LC_Type1_2018001_aid0741,aid0741,2018-01-01,,,,,2.0,,1.0,,30.0,,4.0,,
LC_Type1_2018001_aid0742,aid0742,2018-01-01,,,,,,,,,6.0,13.0,6.0,,
LC_Type1_2018001_aid0743,aid0743,2018-01-01,,,,,,,7.0,,4.0,2.0,7.0,,
LC_Type1_2018001_aid0744,aid0744,2018-01-01,,,,,,,,,4.0,,38.0,,
LC_Type1_2018001_aid0745,aid0745,2018-01-01,,,,,20.0,3.0,5.0,3.0,2.0,,1.0,,1.0
LC_Type1_2018001_aid0746,aid0746,2018-01-01,,,,,13.0,,,,,,,,
LC_Type1_2018001_aid0747,aid0747,2018-01-01,,,,,,,5.0,,4.0,,10.0,,
LC_Type1_2018001_aid0748,aid0748,2018-01-01,,,,,9.0,,,,9.0,,8.0,,
LC_Type1_2018001_aid0749,aid0749,2018-01-01,,,,,12.0,,,,2.0,,1.0,,
LC_Type1_2018001_aid0750,aid0750,2018-01-01,,,,,,1.0,,,4.0,6.0,4.0,,
LC_Type1_2018001_aid0751,aid0751,2018-01-01,,,,,1.0,2.0,,,1.0,16.0,4.0,,
LC_Type1_2018001_aid0752,aid0752,2018-01-01,,22.0,,,27.0,7.0,1.0,,,,30.0,,
LC_Type1_2018001_aid0753,aid0753,2018-01-01,,19.0,,,36.0,13.0,14.0,2.0,,,,,5.0
LC_Type1_2018001_aid0754,aid0754,2018-01-01,,17.0,,,30.0,3.0,1.0,,,,,,
LC_Type1_2018001_aid0755,aid0755,2018-01-01,,15.0,,,40.0,5.0,,4.0,,,2.0,,1.0
LC_Type1_2018001_aid0756,aid0756,2018-01-01,,160.0,,,53.0,,4.0,3.0,,,,,3.0
LC_Type1_2018001_aid0757,aid0757,2018-01-01,,20.0,,,18.0,15.0,2.0,2.0,,,,,2.0
LC_Type1_2018001_aid0758,aid0758,2018-01-01,,97.0,,,135.0,20.0,14.0,1.0,,,2.0,,
LC_Type1_2018001_aid0759,aid0759,2018-01-01,,11.0,,,33.0,6.0,7.0,3.0,,,,,2.0
LC_Type1_2018001_aid0760,aid0760,2018-01-01,,184.0,,,87.0,8.0,3.0,2.0,,,,,
LC_Type1_2018001_aid0761,aid0761,2018-01-01,,36.0,,,82.0,18.0,2.0,,,,,,
LC_Type1_2018001_aid0762,aid0762,2018-01-01,,9.0,,,45.0,7.0,,,,,,,2.0
LC_Type1_2018001_aid0763,aid0763,2018-01-01,,,,,52.0,17.0,,,,,20.0,,
LC_Type1_2018001_aid0764,aid0764,2018-01-01,,13.0,,,41.0,9.0,,1.0,,,,,
LC_Type1_2018001_aid0765,aid0765,2018-01-01,,29.0,,,92.0,8.0,13.0,20.0,,,2.0,,11.0
LC_Type1_2018001_aid0766,aid0766,2018-01-01,,235.0,,,49.0,11.0,,,,,,,
LC_Type1_2018001_aid0767,aid0767,2018-01-01,,,,,,2.0,7.0,1.0,4.0,4.0,4.0,,2.0
LC_Type1_2018001_aid0768,aid0768,2018-01-01,,,,,,,,,8.0,,13.0,,
LC_Type1_2018001_aid0769,aid0769,2018-01-01,,3.0,,,,4.0,5.0,10.0,,,,,8.0
LC_Type1_2018001_aid0770,aid0770,2018-01-01,,,,,1.0,3.0,2.0,1.0,6.0,,3.0,,
LC_Type1_2018001_aid0771,aid0771,2018-01-01,,,,,,,12.0,,7.0,,4.0,,
LC_Type1_2018001_aid0772,aid0772,2018-01-01,,,,,,,2.0,,38.0,,7.0,,
LC_Type1_2018001_aid0773,aid0773,2018-01-01,,,,,,,,,10.0,,17.0,,
LC_Type1_2018001_aid0774,aid0774,2018-01-01,,,,,,,,,22.0,,8.0,,
LC_Type1_2018001_aid0775,aid0775,2018-01-01,,,,,,,2.0,,20.0,,10.0,,
LC_Type1_2018001_aid0776,aid0776,2018-01-01,,8.0,,,5.0,3.0,11.0,17.0,15.0,,22.0,,4.0
LC_Type1_2018001_aid0777,aid0777,2018-01-01,,,,,,,,,11.0,,3.0,,
LC_Type1_2018001_aid0778,aid0778,2018-01-01,,,,,,,,,10.0,,13.0,,
LC_Type1_2018001_aid0779,aid0779,2018-01-01,,,,,,,,,16.0,,6.0,,
LC_Type1_2018001_aid0780,aid0780,2018-01-01,,,,,,,,,14.0,,21.0,,
LC_Type1_2018001_aid0781,aid0781,2018-01-01,,,,,,1.0,1.0,,2.0,,4.0,,
LC_Type1_2018001_aid0782,aid0782,2018-01-01,,,,,4.0,,8.0,,4.0,,9.0,,
LC_Type1_2018001_aid0783,aid0783,2018-01-01,,,,,,,6.0,,39.0,,1.0,,
LC_Type1_2018001_aid0784,aid0784,2018-01-01,,,,,,,,,9.0,,5.0,,
LC_Type1_2018001_aid0785,aid0785,2018-01-01,,,,,,,,,16.0,,1.0,,
LC_Type1_2018001_aid0786,aid0786,2018-01-01,,,,,,,,,21.0,,,,
LC_Type1_2018001_aid0787,aid0787,2018-01-01,,,,,,,6.0,,4.0,,3.0,,
LC_Type1_2018001_aid0788,aid0788,2018-01-01,,,,,41.0,,11.0,4.0,,,,,
LC_Type1_2018001_aid0789,aid0789,2018-01-01,,228.0,,,129.0,2.0,21.0,8.0,,,,,5.0
LC_Type1_2018001_aid0790,aid0790,2018-01-01,,22.0,,,85.0,,13.0,15.0,,,,,4.0
LC_Type1_2018001_aid0791,aid0791,2018-01-01,,46.0,,,34.0,,9.0,2.0,,,,,2.0
LC_Type1_2018001_aid0792,aid0792,2018-01-01,,52.0,,,43.0,,19.0,5.0,,,,,8.0
